address,balance_raw,balance_decimal,is_pool,pool_label,tx_count,first_seen_block,last_seen_block,query_timestamp
0x60943cb06b76A24431659165c81a03c16F1C325C,0,0.0,False,,6,25003877,25003946,1784895933
0x60D02A411E8F8A187d431b3334E00f6880365d8f,0,0.0,False,,1,25003736,25003736,1784895933
0x621FAA4Ec5C7A47766753583A154aeB64f474F3F,0,0.0,False,,3,25003770,25003770,1784895933
0x62b40eBbCeF4f401674e37d680475989a1605642,0,0.0,False,,1,25003957,25003957,1784895933
0x63913FCff5aC9289E711ce3DA53F2A0786AD317f,0,0.0,False,,1,25003586,25003586,1784895933
0x64835b44c5A6947037172532fd2F60F8de4f2939,0,0.0,False,,2,25003739,25003739,1784895933
0x65001a60300D50573245cc097695c2416013F389,0,0.0,False,,1,25003949,25003949,1784895933
0x65a11a646DA491FA87a9a37A0E2B9f51381a0670,0,0.0,False,,1,25003618,25003618,1784895933
0x66a9893cC07D91D95644AEDD05D03f95e1dBA8Af,0,0.0,False,,40,25003611,25003937,1784895933
0x6747BcaF9bD5a5F0758Cbe08903490E45DdfACB5,0,0.0,False,,36,25003706,25003946,1784895933
0x67928372E025316f5B21F8fEa5029027EB7D7415,0,0.0,False,,1,25003565,25003565,1784895933
0x67A4Ba0BbEC0c8df04678d8ca0C25A568ebCF89e,0,0.0,False,,1,25003985,25003985,1784895933
0x67D66FBe8710cb32a7cE055D271877b3A57B7881,0,0.0,False,,2,25003920,25003995,1784895933
0x6838Dd46A9dc1b4734218A092fc01946aE2ec95F,0,0.0,False,,1,25003834,25003834,1784895933
0x68E3b4f93b5c29c8d1fe9e08a017a5987B3d63f4,0,0.0,False,,1,25003837,25003837,1784895933
0x69aeC6a7934cF8e1c6678e20D13D6BEa9AbBb1ED,0,0.0,False,,3,25003864,25003864,1784895933
0x6A93eF5f666eebE84bA130F8404AD56ee197006c,0,0.0,False,,38,25003588,25003994,1784895933
0x6D091a5Aac71e7ccA94a76A0c2508299EBc38dE3,0,0.0,False,,1,25003964,25003964,1784895933
0x6D37E24E8D0CEB26bf9a43fE854f89f7d28366DF,0,0.0,False,,1,25003823,25003823,1784895933
0x6E2743c18690d05dD2ea1EcB7fE86322fCD6e491,0,0.0,False,,2,25003850,25003850,1784895933
0x6a9F0d628dF1D9F48707AFF4e45624917DDd8Db6,0,0.0,False,,3,25003881,25003881,1784895933
0x6aC5e348A84C54434c5cF216EAdA9390e4d6363b,0,0.0,False,,5,25003647,25003964,1784895933
0x6ab5f31b779AD0F5a924aD1Ec5092EB1113c390D,0,0.0,False,,1,25003649,25003649,1784895933
0x6b2Fa71966B5707fd686bD6c84E5aB4dCd76B95a,0,0.0,False,,1,25003834,25003834,1784895933
0x6b50849023d360F4fDcDb2817eBADB4DCDea96bc,0,0.0,False,,1,25003919,25003919,1784895933
0x6b7533873f28C3fD01e35EcD90B2e2Ba8bD2c9d4,0,0.0,False,,1,25003833,25003833,1784895933
0x7015CF2D3CDC93452D86622eB805e9b13040dA64,0,0.0,False,,3,25003829,25003829,1784895933
0x70637CdF917Ad131e580C26A28E49a88bd82eE5b,0,0.0,False,,2,25003977,25003993,1784895933
0x7088De6AeFF3AD7C0684Db7A00caD3c3a45B81c4,0,0.0,False,,1,25003839,25003839,1784895933
0x711845b607F9Cf587E784dca8f0FF2cB3eE9cE18,0,0.0,False,,2,25003653,25003933,1784895933
0x724EBdCf136D69Eb20CBAdB13e9A6DDc424883Ae,0,0.0,False,,1,25003833,25003833,1784895933
0x7498eE7AaB51ca1062396D9AE0302aD39f5ae270,0,0.0,False,,6,25003706,25003985,1784895933
0x74cCFA958c007580e81CfDfF86853f255103E828,0,0.0,False,,2,25003942,25003951,1784895933
0x74de5d4FCbf63E00296fd95d33236B9794016631,0,0.0,False,,31,25003717,25003997,1784895933
0x750E70496C9EBe5a13551F0147E02206861869a4,0,0.0,False,,3,25003961,25003996,1784895933
0x75Cf59A923a2649B84Fa569BB97ea9694B6f26E4,0,0.0,False,,5,25003721,25003846,1784895933
0x76450FE69FbF5EfE18E014Fd19D15202d1B238d0,0,0.0,False,,1,25003996,25003996,1784895933
0x76508769cF9a85cC37522d1417DccC596D2E1F65,0,0.0,False,,1,25003884,25003884,1784895933
0x7777a846952FFbE39B699520a16B24E5098acca6,0,0.0,False,,2,25003992,25003995,1784895933
0x79102ddceE2F618031e22B231E0d3Ad4B5340bED,0,0.0,False,,1,25003956,25003956,1784895933
0x79A89e12B172C6F550D3A2D9F60f2B5e67303E80,0,0.0,False,,2,25003909,25003919,1784895933
0x79f1d8b99d44e60358f7Afa67b796C8713E881DF,0,0.0,False,,1,25003929,25003929,1784895933
0x7F3953F1bA7DE461f8CEc6Ba3741000F0FFb300f,0,0.0,False,,2,25003797,25003831,1784895933
0x7F62866A8f0FAf15b201A35105bc6dFec801130f,0,0.0,False,,1,25003834,25003834,1784895933
